Timestamp	Sample	Block	Cover
1645731056146	60.1,60.1,60.1,60.1,60.1,60.1	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731057145	60.1,60.1,60.1,60.1,60.1,60.1	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731058145	60.1,60.1,60.1,60.1,60.1,60.1	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731059145	60.0,60.0,60.0,60.1,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.1
1645731060145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731061146	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731062145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731063145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731064145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731065146	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.1
1645731066146	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731067146	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.1
1645731068146	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731069146	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731070145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.1
1645731071146	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.1
1645731072144	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731073146	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731074146	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731075147	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731076144	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731077147	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731078146	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.1
1645731079146	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731080145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	104.9
1645731081146	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731082146	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731083147	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.1
1645731084145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.1
1645731085146	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.1
1645731086146	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731087146	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	104.9
1645731088146	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731089144	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	104.9
1645731090146	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731091147	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.1
1645731092146	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.1
1645731093148	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731094145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731095145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.1
1645731096144	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.1
1645731097145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731098144	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	104.9
1645731099144	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731100144	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	104.9
1645731101145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731102144	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	104.9
1645731103144	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	104.9
1645731104144	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	104.9
1645731105144	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	104.9
1645731106156	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	104.9
1645731107145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	104.9
1645731108145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	104.8
1645731109146	60.0,60.0,60.0,60.0,60.0,60.0	60.1,60.1,60.1,60.1,60.1,60.1	104.9
1645731110145	60.6,60.5,60.5,60.5,60.6,60.5	63.7,63.7,63.5,63.4,63.9,63.5	105.0
1645731111145	62.2,62.2,62.1,62.1,62.4,62.1	68.4,68.3,68.1,67.7,68.4,68.2	104.9
1645731112145	64.8,64.7,64.5,64.4,64.8,64.7	71.9,71.9,71.8,71.6,71.8,71.7	104.9
1645731113145	67.3,67.2,67.2,67.1,67.2,67.1	74.0,74.0,74.1,74.0,73.8,73.9	104.9
1645731114145	69.5,69.5,69.5,69.4,69.5,69.4	75.4,75.4,75.5,75.6,75.3,75.3	104.9
1645731115145	71.4,71.5,71.5,71.5,71.4,71.5	76.7,76.7,76.8,76.9,76.6,76.6	104.9
1645731116145	73.3,73.3,73.4,73.3,73.2,73.2	78.1,78.1,78.1,78.2,78.0,78.0	105.0
1645731117145	75.0,74.9,75.0,75.1,75.0,74.9	79.5,79.5,79.5,79.7,79.6,79.5	105.0
1645731118145	76.5,76.6,76.6,76.7,76.6,76.5	81.0,81.0,81.0,81.1,81.0,80.9	105.0
1645731119145	78.2,78.2,78.2,78.2,78.1,78.1	82.5,82.5,82.5,82.5,82.4,82.4	105.1
1645731120144	79.7,79.7,79.7,79.8,79.7,79.6	83.9,83.9,83.9,84.0,83.9,83.8	104.9
1645731121145	81.1,81.2,81.2,81.3,81.2,81.1	85.3,85.3,85.4,85.4,85.3,85.3	105.0
1645731122145	82.7,82.7,82.7,82.8,82.6,82.6	86.8,86.7,86.8,86.8,86.7,86.7	104.9
1645731123145	84.1,84.1,84.2,84.2,84.1,84.0	88.1,88.1,88.2,88.2,88.1,88.1	105.0
1645731124145	85.5,85.6,85.6,85.6,85.6,85.5	89.5,89.5,89.6,89.6,89.5,89.5	105.0
1645731125145	87.0,87.0,87.0,87.0,87.0,86.9	90.9,91.0,91.0,91.0,90.9,90.9	105.1
1645731126144	88.4,88.4,88.5,88.5,88.3,88.3	92.3,92.4,92.4,92.4,92.3,92.3	105.0
1645731127145	89.8,89.8,89.9,89.9,89.8,89.7	93.7,93.7,93.8,93.8,93.7,93.7	105.0
1645731128145	91.3,91.2,91.2,91.3,91.2,91.2	95.2,95.2,95.2,95.2,95.1,95.1	105.1
1645731129145	92.6,92.6,92.7,92.7,92.6,92.6	96.3,96.3,96.4,96.4,96.2,96.3	105.0
1645731130145	93.9,93.8,93.9,93.9,93.8,93.8	96.7,96.7,96.7,96.7,96.7,96.6	105.0
1645731131146	94.7,94.7,94.7,94.7,94.6,94.6	96.2,96.3,96.2,96.3,96.2,96.2	105.1
1645731132146	95.0,95.0,95.0,95.1,95.0,95.0	95.6,95.7,95.6,95.7,95.6,95.6	105.1
1645731133144	95.1,95.2,95.1,95.2,95.1,95.1	95.1,95.2,95.2,95.2,95.1,95.1	105.0
1645731134146	95.0,95.1,95.1,95.1,95.0,95.1	94.8,94.9,94.8,94.9,94.9,94.8	105.0
1645731135145	95.0,95.0,95.0,95.1,95.0,95.0	94.9,94.9,94.9,94.9,95.0,94.9	105.0
1645731136145	95.0,95.0,95.0,95.0,95.0,95.0	95.1,95.1,95.1,95.1,95.1,95.1	105.1
1645731137145	95.0,95.1,95.0,95.1,95.0,95.0	95.1,95.1,95.1,95.1,95.1,95.1	105.0
1645731138145	95.0,95.1,95.1,95.1,95.0,95.0	95.1,95.0,95.1,95.1,95.0,95.0	105.0
1645731139144	95.0,95.1,95.0,95.1,95.0,95.0	95.0,95.0,95.0,95.0,95.0,95.0	105.0
1645731140145	95.0,95.0,95.0,95.0,95.0,95.0	95.0,95.0,95.0,95.0,95.0,95.0	105.1
1645731141145	95.0,95.0,95.0,95.0,95.0,95.0	95.0,95.0,95.0,95.0,95.0,95.0	104.9
1645731142145	95.0,95.0,95.0,95.0,95.0,95.0	95.0,95.0,95.0,95.0,95.0,95.0	105.1
1645731143145	95.0,95.0,95.0,95.0,95.0,95.0	95.0,95.0,95.0,95.0,95.0,95.0	105.0
1645731144145	95.0,95.0,95.0,95.0,95.0,95.0	95.0,95.0,95.0,95.0,95.0,95.0	105.0
1645731145145	95.0,95.0,95.0,95.0,95.0,95.0	95.0,95.0,95.0,95.0,95.0,95.0	105.1
1645731146146	95.0,95.0,95.0,95.0,95.0,95.0	94.4,94.4,94.5,94.5,94.3,94.5	105.1
1645731147145	94.4,94.4,94.5,94.5,94.4,94.5	91.6,91.5,91.8,91.6,91.2,91.7	104.9
1645731148146	93.3,93.2,93.3,93.2,93.0,93.3	88.4,88.2,88.6,88.5,87.9,88.5	105.0
1645731149145	91.4,91.4,91.6,91.5,91.2,91.5	85.0,84.8,85.4,85.1,84.3,85.2	105.0
1645731150145	89.3,89.2,89.4,89.3,88.8,89.4	81.6,81.4,82.1,81.7,81.4,81.9	105.1
1645731151145	86.7,86.7,87.1,86.9,86.6,86.9	79.7,80.0,80.0,79.8,80.6,79.9	105.0
1645731152145	84.7,84.7,84.9,84.7,84.8,84.8	79.0,79.4,79.1,79.2,79.8,79.1	105.0
1645731153145	83.0,83.1,83.2,83.1,83.2,83.1	78.0,78.1,78.1,78.2,77.8,78.2	105.0
1645731154145	81.4,81.5,81.5,81.5,81.4,81.5	75.7,75.6,75.7,75.7,75.5,75.9	105.1
1645731155145	79.4,79.4,79.6,79.5,79.6,79.6	73.6,73.7,73.5,73.7,74.4,73.8	105.0
1645731156145	77.7,77.8,77.8,77.8,78.0,77.9	72.7,72.9,72.7,72.7,72.8,72.8	105.1
1645731157145	76.2,76.2,76.2,76.2,76.3,76.3	70.8,71.0,70.9,70.8,70.6,70.9	105.1
1645731158145	74.4,74.5,74.4,74.4,74.5,74.6	68.6,68.9,68.8,68.6,68.6,68.7	105.1
1645731159145	72.5,72.6,72.6,72.6,72.7,72.6	67.3,67.2,67.3,67.3,68.0,67.2	105.1
1645731160146	71.0,71.1,71.0,71.0,71.2,71.1	66.5,66.4,66.2,66.6,66.4,66.3	105.0
1645731161145	69.6,69.6,69.5,69.7,69.7,69.5	64.8,64.8,64.6,65.1,64.8,64.7	105.1
1645731162146	68.1,68.1,68.0,68.2,68.1,68.0	63.4,63.3,63.2,63.7,63.4,63.2	105.0
1645731163145	66.6,66.6,66.5,66.9,66.7,66.5	62.1,62.0,61.9,62.5,62.1,61.8	105.1
1645731164145	65.2,65.2,65.1,65.5,65.3,65.1	60.8,60.8,60.8,61.1,60.9,60.7	105.0
1645731165145	63.8,63.8,63.7,64.1,63.9,63.8	59.4,59.5,59.5,59.5,59.5,59.5	105.0
1645731166145	62.5,62.6,62.6,62.8,62.7,62.5	59.2,59.3,59.4,59.1,59.4,59.3	105.1
1645731167145	61.5,61.5,61.5,61.6,61.6,61.5	58.5,58.5,58.6,58.2,58.4,58.5	105.1
1645731168145	60.7,60.8,60.8,60.7,60.8,60.8	58.9,59.0,59.0,58.8,59.0,59.0	105.0
1645731169145	60.4,60.4,60.4,60.3,60.4,60.4	59.6,59.7,59.7,59.6,59.8,59.6	105.0
1645731170144	60.2,60.3,60.3,60.2,60.3,60.3	60.2,60.3,60.3,60.2,60.3,60.2	105.0
1645731171145	60.3,60.3,60.3,60.3,60.3,60.3	60.3,60.4,60.4,60.4,60.3,60.4	105.0
1645731172145	60.3,60.3,60.3,60.3,60.3,60.3	60.2,60.2,60.2,60.2,60.2,60.2	105.1
1645731173145	60.2,60.3,60.3,60.2,60.3,60.2	60.0,60.1,60.0,60.0,60.0,60.0	105.0
1645731174145	60.2,60.2,60.2,60.2,60.2,60.2	60.0,60.0,60.0,60.0,60.0,60.0	105.1
1645731175145	60.1,60.1,60.1,60.1,60.1,60.1	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731176145	60.1,60.1,60.1,60.1,60.1,60.1	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731177145	60.1,60.1,60.1,60.1,60.1,60.1	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731178145	60.0,60.1,60.0,60.0,60.1,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.1
1645731179145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731180145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.1
1645731181145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.1
1645731182146	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.1
1645731183147	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731184145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731185145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.1
1645731186146	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731187145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.1
1645731188145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731189145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731190145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731191144	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731192146	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731193145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731194145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.1
1645731195145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731196145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731197145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731198145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731199144	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.1
1645731200145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.1
1645731201145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731202145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.1
1645731203145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.1
1645731204145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731205145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731206145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731207145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731208145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731209145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731210145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731211145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731212148	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731213148	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731214146	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731215144	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.1
1645731216143	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731217145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731218144	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731219144	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	104.9
1645731220144	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	104.9
1645731221145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	104.9
1645731222144	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	104.9
1645731223144	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	104.9
1645731224144	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	104.9
1645731225158	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	104.9
1645731226144	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	104.9
1645731227145	60.0,60.0,60.0,60.0,60.0,60.0	60.0,60.0,60.0,60.0,60.0,60.0	104.8
1645731228145	60.0,60.0,60.0,60.0,60.0,60.0	60.1,60.0,60.0,60.0,60.1,60.0	104.9
1645731229145	60.4,60.4,60.4,60.4,60.5,60.4	63.2,63.2,63.1,63.0,63.4,63.2	104.9
1645731230146	62.0,62.1,61.9,61.9,62.1,62.0	67.9,67.9,67.6,67.4,68.0,67.9	104.9
1645731231145	64.5,64.4,64.4,64.1,64.5,64.3	71.6,71.6,71.4,71.3,71.5,71.5	104.9
1645731232145	67.0,66.9,66.9,66.8,66.9,67.0	73.9,73.8,73.8,73.8,73.6,73.7	104.8
1645731233146	69.3,69.3,69.2,69.2,69.3,69.2	75.3,75.3,75.3,75.4,75.2,75.2	104.9
1645731234145	71.3,71.3,71.2,71.2,71.3,71.2	76.6,76.6,76.6,76.8,76.6,76.5	105.0
1645731235145	73.1,73.1,73.1,73.2,73.1,73.1	77.9,78.0,78.0,78.1,78.0,77.9	104.9
1645731236145	74.8,74.8,74.8,74.9,74.8,74.8	79.4,79.4,79.4,79.5,79.4,79.4	105.0
1645731237145	76.5,76.4,76.4,76.5,76.4,76.4	80.8,80.9,80.8,81.0,80.8,80.8	105.0
1645731238145	78.0,78.0,78.0,78.1,78.0,78.0	82.3,82.3,82.3,82.4,82.3,82.2	105.0
1645731239146	79.5,79.6,79.5,79.6,79.6,79.5	83.7,83.8,83.7,83.8,83.8,83.7	105.1
1645731240145	81.1,81.0,81.1,81.1,81.0,81.0	85.1,85.2,85.2,85.3,85.2,85.2	105.0
1645731241145	82.5,82.5,82.5,82.6,82.5,82.5	86.6,86.6,86.6,86.7,86.6,86.6	105.0
1645731242145	83.9,83.9,84.0,84.1,84.0,83.9	88.0,88.0,88.0,88.1,88.0,87.9	105.0
1645731243144	85.4,85.4,85.5,85.5,85.4,85.4	89.4,89.4,89.4,89.5,89.4,89.3	105.0
1645731244145	86.8,86.9,86.9,87.0,86.8,86.8	90.8,90.8,90.8,90.9,90.8,90.8	105.0
1645731245145	88.2,88.2,88.3,88.3,88.2,88.2	92.2,92.2,92.2,92.2,92.2,92.2	105.0
1645731246145	89.6,89.7,89.6,89.7,89.7,89.6	93.6,93.6,93.6,93.6,93.7,93.6	105.0
1645731247145	91.1,91.1,91.1,91.2,91.1,91.0	95.1,95.0,95.0,95.1,95.1,95.0	105.0
1645731248145	92.5,92.5,92.5,92.6,92.5,92.5	96.2,96.2,96.3,96.2,96.2,96.3	105.0
1645731249144	93.7,93.7,93.8,93.8,93.7,93.8	96.6,96.7,96.7,96.7,96.7,96.7	105.1
1645731250146	94.6,94.6,94.6,94.6,94.6,94.6	96.3,96.3,96.4,96.3,96.2,96.3	105.0
1645731251145	95.0,95.0,95.0,95.0,95.0,95.0	95.6,95.7,95.7,95.7,95.6,95.6	104.9
1645731252145	95.1,95.1,95.2,95.2,95.1,95.1	95.1,95.2,95.2,95.2,95.1,95.1	105.0
1645731253145	95.1,95.1,95.1,95.1,95.0,95.1	94.8,94.9,94.8,94.9,94.9,94.8	105.1
1645731254145	95.0,95.0,95.0,95.1,95.0,95.0	94.9,94.9,94.9,94.9,94.9,94.9	104.9
1645731255145	95.0,95.0,95.0,95.0,95.0,95.0	95.1,95.1,95.0,95.1,95.1,95.1	105.0
1645731256145	95.0,95.0,95.0,95.1,95.0,95.0	95.1,95.1,95.1,95.1,95.1,95.1	105.0
1645731257145	95.0,95.1,95.1,95.1,95.0,95.0	95.1,95.1,95.1,95.1,95.0,95.1	105.1
1645731258145	95.0,95.1,95.0,95.1,95.0,95.0	95.0,95.0,95.0,95.0,95.0,95.0	105.0
1645731259145	95.0,95.0,95.0,95.0,95.0,95.0	95.0,95.0,95.0,95.0,95.0,95.0	105.1
1645731260145	95.0,95.0,95.0,95.0,95.0,95.0	95.0,95.0,95.0,95.0,95.0,95.0	105.0
1645731261145	95.0,95.0,95.0,95.0,95.0,95.0	95.0,95.0,95.0,95.0,95.0,95.0	105.1
1645731262144	95.0,95.0,95.0,95.0,95.0,95.0	95.0,95.0,95.0,95.0,95.0,95.0	105.1
1645731263145	95.0,95.0,95.0,95.0,95.0,95.0	95.0,95.0,95.0,95.0,95.0,95.0	105.0
1645731264145	95.0,95.0,95.0,95.0,95.0,95.0	95.0,95.0,95.0,95.0,95.0,95.0	105.1
1645731265146	95.0,95.0,95.0,95.0,95.0,95.0	94.5,94.4,94.5,94.4,94.4,94.5	105.2
1645731266144	94.4,94.4,94.5,94.5,94.4,94.5	91.7,91.5,91.8,91.6,91.3,91.6	105.1
1645731267145	93.3,93.1,93.3,93.2,93.1,93.2	88.4,88.2,88.6,88.4,87.9,88.5	105.1
1645731268145	91.4,91.4,91.6,91.5,91.2,91.5	85.1,84.8,85.4,85.1,84.4,85.2	105.0
1645731269145	89.3,89.1,89.4,89.3,88.8,89.3	81.7,81.4,82.1,81.8,81.5,81.8	105.0
1645731270145	86.8,86.7,87.0,86.8,86.7,86.9	79.9,80.0,80.2,80.1,80.6,80.0	105.0
1645731271145	84.8,84.7,85.0,84.9,84.8,84.8	79.1,79.4,79.2,79.3,79.8,79.2	105.1
1645731272144	83.1,83.1,83.2,83.2,83.3,83.1	78.1,78.2,78.1,77.9,77.8,78.1	105.0
1645731273145	81.5,81.4,81.6,81.4,81.4,81.5	75.8,75.7,75.7,75.3,75.4,75.8	105.1
1645731274145	79.6,79.6,79.7,79.6,79.6,79.7	73.1,73.5,73.2,73.6,74.2,73.3	105.0
1645731275145	77.5,77.8,77.6,77.7,77.9,77.6	71.8,72.6,71.8,72.8,72.7,72.2	105.0
1645731276145	75.9,76.2,75.9,76.2,76.4,76.1	71.2,71.4,71.1,71.2,71.2,71.2	105.1
1645731277145	74.4,74.7,74.4,74.6,74.6,74.5	69.3,69.5,69.3,69.2,69.1,69.2	105.0
1645731278145	72.8,73.0,72.7,72.9,72.9,72.8	67.3,67.5,67.3,67.3,67.1,67.3	105.0
1645731279145	71.0,71.3,71.1,71.1,71.1,71.1	65.2,65.6,65.4,65.4,65.8,65.3	105.1
1645731280145	69.3,69.5,69.3,69.3,69.5,69.2	64.2,63.9,63.7,63.6,64.5,63.6	105.0
1645731281145	67.8,67.7,67.6,67.6,67.9,67.6	62.8,62.2,62.2,62.5,62.9,62.5	105.0
1645731282145	66.2,66.1,65.9,66.0,66.4,66.1	61.4,60.9,61.0,61.1,61.5,61.0	105.1
1645731283145	64.7,64.4,64.5,64.5,64.8,64.5	60.0,59.5,59.7,59.7,60.3,59.6	105.1
1645731284145	63.3,63.0,63.1,63.1,63.4,63.1	59.5,59.4,59.4,59.4,59.4,59.5	105.0
1645731285145	62.2,61.9,62.0,62.0,62.4,61.9	58.8,58.3,58.7,58.5,58.9,58.4	105.0
1645731286145	61.2,61.0,61.1,61.0,61.3,61.0	58.3,58.6,58.6,58.6,58.4,58.6	105.1
1645731287145	60.5,60.4,60.5,60.5,60.6,60.4	59.0,59.5,59.3,59.5,59.2,59.3	105.1
1645731288146	60.2,60.3,60.3,60.3,60.3,60.2	59.7,60.1,60.0,60.2,59.9,60.0	105.0
1645731289145	60.1,60.3,60.3,60.3,60.3,60.2	60.3,60.4,60.4,60.4,60.3,60.4	105.0
1645731290147	60.2,60.3,60.3,60.3,60.3,60.3	60.3,60.3,60.3,60.3,60.3,60.3	105.0
1645731291146	60.2,60.3,60.3,60.3,60.3,60.2	60.2,60.1,60.1,60.0,60.1,60.1	105.1
1645731292147	60.2,60.2,60.2,60.2,60.2,60.2	60.0,60.0,60.0,60.0,60.0,60.0	105.1
1645731293146	60.1,60.1,60.1,60.2,60.2,60.1	60.0,60.0,59.9,60.0,60.0,60.0	105.0
1645731294146	60.1,60.1,60.1,60.1,60.1,60.1	60.0,60.0,60.0,60.0,60.0,60.0	105.0
1645731295145	60.1,60.1,60.1,60.1,60.1,60.1	60.0,60.0,60.0,60.0,60.0,60.0	105.1
1645731296147	60.0,60.1,60.0,60.1,60.1,60.0	60.0,60.0,60.0,60.0,60.0,60.0	105.0
